order date,Product Name,Category,Units Sold,Price, Revenue ,Discount,Units Returned,Location,Platform,,,,,
7/4/2022,Melatonin,Sleep Aid,151,20.39," ? 3,078.89 ",0.2,2,USA,Amazon,,,,,
7/4/2022,Biotin,Vitamin,149,26.71," ? 3,979.79 ",0.24,1,Canada,Walmart,,,,,
7/4/2022,Green Tea Extract,Fat Burner,146,48.95," ? 7,146.70 ",0.09,0,Canada,iHerb,,,,,
7/4/2022,Iron Supplement,Mineral,153,45.64," ? 6,982.92 ",0.22,1,USA,Amazon,,,,,
7/4/2022,Electrolyte Powder,Hydration,148,43.32," ? 6,411.36 ",0.14,0,USA,Walmart,,,,,
7/11/2022,Whey Protein,Protein,160,37.65," ? 6,024.00 ",0.12,0,Canada,Walmart,,,,,
7/11/2022,Vitamin C,Vitamin,129,25.54," ? 3,294.66 ",0.24,2,USA,Walmart,,,,,
7/11/2022,Fish Oil,Omega,156,18.37," ? 2,865.72 ",0.24,1,USA,Walmart,,,,,
7/11/2022,Multivitamin,Vitamin,132,53.7," ? 7,088.40 ",0.22,0,USA,iHerb,,,,,
7/11/2022,Pre-Workout,Performance,167,11.95," ? 1,995.65 ",0.21,3,Canada,Walmart,,,,,
7/11/2022,BCAA,Amino Acid,153,50.66," ? 7,750.98 ",0.2,3,USA,Walmart,,,,,
7/11/2022,Creatine,Performance,152,59.81," ? 9,091.12 ",0.03,3,Canada,iHerb,,,,,
7/11/2022,Zinc,Mineral,150,40.65," ? 6,097.50 ",0.01,1,Canada,Walmart,,,,,
7/11/2022,Collagen Peptides,Protein,166,31.32," ? 5,199.12 ",0.23,1,UK,Walmart,,,,,
7/11/2022,Magnesium,Mineral,145,35.97," ? 5,215.65 ",0.16,2,Canada,iHerb,,,,,
7/11/2022,Ashwagandha,Herbal,148,36.69," ? 5,430.12 ",0.08,2,Canada,Walmart,,,,,
7/11/2022,Melatonin,Sleep Aid,158,12.83," ? 2,027.14 ",0.04,1,USA,iHerb,,,,,
7/11/2022,Biotin,Vitamin,142,10.92," ? 1,550.64 ",0.19,1,UK,Amazon,,,,,
7/11/2022,Green Tea Extract,Fat Burner,143,20.8," ? 2,974.40 ",0.22,0,USA,Amazon,,,,,
7/11/2022,Iron Supplement,Mineral,148,40.79," ? 6,036.92 ",0.07,1,USA,Amazon,,,,,
7/11/2022,Electrolyte Powder,Hydration,168,59.91," ? 10,064.88 ",0,0,Canada,Amazon,,,,,
7/18/2022,Whey Protein,Protein,163,13.04," ? 2,125.52 ",0.06,1,Canada,Walmart,,,,,
7/18/2022,Vitamin C,Vitamin,159,21.88," ? 3,478.92 ",0.13,4,UK,Amazon,,,,,
7/18/2022,Fish Oil,Omega,162,59.11," ? 9,575.82 ",0.18,0,Canada,iHerb,,,,,
7/18/2022,Multivitamin,Vitamin,116,46.39," ? 5,381.24 ",0.05,1,UK,Amazon,,,,,
7/18/2022,Pre-Workout,Performance,131,27.2," ? 3,563.20 ",0.23,3,UK,Amazon,,,,,
7/18/2022,BCAA,Amino Acid,151,15.51," ? 2,342.01 ",0.1,4,Canada,iHerb,,,,,
7/18/2022,Creatine,Performance,157,28.32," ? 4,446.24 ",0.01,4,USA,Amazon,,,,,
7/18/2022,Zinc,Mineral,145,44.46," ? 6,446.70 ",0.25,4,Canada,Walmart,,,,,
7/18/2022,Collagen Peptides,Protein,136,38.28," ? 5,206.08 ",0.16,2,UK,iHerb,,,,,
7/18/2022,Magnesium,Mineral,155,37," ? 5,735.00 ",0.1,4,Canada,Walmart,,,,,
7/18/2022,Ashwagandha,Herbal,153,57.66," ? 8,821.98 ",0.17,2,USA,Walmart,,,,,
7/18/2022,Melatonin,Sleep Aid,138,22.74," ? 3,138.12 ",0.08,1,USA,iHerb,,,,,
7/18/2022,Biotin,Vitamin,147,12.12," ? 1,781.64 ",0.17,1,UK,Walmart,,,,,
7/18/2022,Green Tea Extract,Fat Burner,148,51.38," ? 7,604.24 ",0.11,2,UK,iHerb,,,,,
7/18/2022,Iron Supplement,Mineral,147,18.85," ? 2,770.95 ",0.14,4,UK,Amazon,,,,,
7/18/2022,Electrolyte Powder,Hydration,151,30.37," ? 4,585.87 ",0.25,2,UK,iHerb,,,,,
7/25/2022,Whey Protein,Protein,142,51.04," ? 7,247.68 ",0.07,2,UK,Amazon,,,,,
7/25/2022,Vitamin C,Vitamin,142,58.7," ? 8,335.40 ",0.09,2,UK,iHerb,,,,,
7/25/2022,Fish Oil,Omega,154,55.73," ? 8,582.42 ",0.17,1,Canada,Walmart,,,,,
7/25/2022,Multivitamin,Vitamin,165,37.21," ? 6,139.65 ",0.24,2,Canada,Amazon,,,,,
7/25/2022,Pre-Workout,Performance,163,51.97," ? 8,471.11 ",0.24,1,UK,Walmart,,,,,
7/25/2022,BCAA,Amino Acid,137,45.09," ? 6,177.33 ",0.06,0,USA,Walmart,,,,,
7/25/2022,Creatine,Performance,157,19.63," ? 3,081.91 ",0.09,0,Canada,iHerb,,,,,
7/25/2022,Zinc,Mineral,132,59.88," ? 7,904.16 ",0.04,0,USA,iHerb,,,,,
7/25/2022,Collagen Peptides,Protein,144,20.24," ? 2,914.56 ",0.08,0,UK,Amazon,,,,,
7/25/2022,Magnesium,Mineral,160,41.75," ? 6,680.00 ",0.1,3,UK,Walmart,,,,,
7/25/2022,Ashwagandha,Herbal,188,21.15," ? 3,976.20 ",0.13,0,UK,Amazon,,,,,
7/25/2022,Melatonin,Sleep Aid,148,36.1," ? 5,342.80 ",0.08,1,USA,iHerb,,,,,
7/25/2022,Biotin,Vitamin,181,42.74," ? 7,735.94 ",0.01,0,Canada,iHerb,,,,,
7/25/2022,Green Tea Extract,Fat Burner,152,11.12," ? 1,690.24 ",0.04,2,Canada,Walmart,,,,,
7/25/2022,Iron Supplement,Mineral,157,43.41," ? 6,815.37 ",0.05,2,USA,Amazon,,,,,
7/25/2022,Electrolyte Powder,Hydration,147,59.75," ? 8,783.25 ",0.23,0,Canada,Amazon,,,,,
8/1/2022,Whey Protein,Protein,167,57.65," ? 9,627.55 ",0.07,1,UK,Amazon,,,,,
8/1/2022,Vitamin C,Vitamin,130,46.34," ? 6,024.20 ",0.24,1,USA,iHerb,,,,,
8/1/2022,Fish Oil,Omega,158,23.14," ? 3,656.12 ",0.01,0,Canada,iHerb,,,,,
8/1/2022,Multivitamin,Vitamin,145,13.12," ? 1,902.40 ",0.04,0,USA,Walmart,,,,,
8/1/2022,Pre-Workout,Performance,170,36.88," ? 6,269.60 ",0.15,2,USA,Walmart,,,,,
8/1/2022,BCAA,Amino Acid,131,12.56," ? 1,645.36 ",0.1,0,UK,Walmart,,,,,
8/1/2022,Creatine,Performance,152,36.61," ? 5,564.72 ",0.11,1,USA,Amazon,,,,,
8/1/2022,Zinc,Mineral,164,46.71," ? 7,660.44 ",0.19,1,Canada,Walmart,,,,,
8/1/2022,Collagen Peptides,Protein,142,14.66," ? 2,081.72 ",0.01,0,Canada,Amazon,,,,,
8/1/2022,Magnesium,Mineral,137,52.46," ? 7,187.02 ",0.06,3,USA,Walmart,,,,,
8/1/2022,Ashwagandha,Herbal,164,13.63," ? 2,235.32 ",0.14,2,Canada,iHerb,,,,,
8/1/2022,Melatonin,Sleep Aid,150,19.3," ? 2,895.00 ",0,1,Canada,Walmart,,,,,
8/1/2022,Biotin,Vitamin,152,35.23," ? 5,354.96 ",0.23,2,UK,iHerb,,,,,
8/1/2022,Green Tea Extract,Fat Burner,164,52.77," ? 8,654.28 ",0.17,0,UK,Walmart,,,,,
8/1/2022,Iron Supplement,Mineral,138,11.61," ? 1,602.18 ",0.12,1,USA,Walmart,,,,,
8/1/2022,Electrolyte Powder,Hydration,156,28.02," ? 4,371.12 ",0.11,5,UK,iHerb,,,,,
8/8/2022,Whey Protein,Protein,148,30.59," ? 4,527.32 ",0.18,0,USA,iHerb,,,,,
8/8/2022,Vitamin C,Vitamin,141,31.62," ? 4,458.42 ",0.21,0,Canada,Walmart,,,,,
8/8/2022,Fish Oil,Omega,156,21.85," ? 3,408.60 ",0.17,4,Canada,Amazon,,,,,
8/8/2022,Multivitamin,Vitamin,183,15.02," ? 2,748.66 ",0.04,2,Canada,Walmart,,,,,
8/8/2022,Pre-Workout,Performance,158,26.8," ? 4,234.40 ",0.04,2,UK,Amazon,,,,,
8/8/2022,BCAA,Amino Acid,149,32.07," ? 4,778.43 ",0.08,1,Canada,Amazon,,,,,
8/8/2022,Creatine,Performance,139,14.74," ? 2,048.86 ",0.09,0,USA,Amazon,,,,,
8/8/2022,Zinc,Mineral,137,26.27," ? 3,598.99 ",0.17,2,UK,Walmart,,,,,
8/8/2022,Collagen Peptides,Protein,153,11.07," ? 1,693.71 ",0.18,4,Canada,Walmart,,,,,
8/8/2022,Magnesium,Mineral,165,26.34," ? 4,346.10 ",0.04,2,USA,Amazon,,,,,
8/8/2022,Ashwagandha,Herbal,158,36.98," ? 5,842.84 ",0.17,1,USA,Amazon,,,,,
8/8/2022,Melatonin,Sleep Aid,165,13.23," ? 2,182.95 ",0.16,1,USA,iHerb,,,,,
8/8/2022,Biotin,Vitamin,152,53.95," ? 8,200.40 ",0.1,1,UK,iHerb,,,,,
8/8/2022,Green Tea Extract,Fat Burner,140,15.71," ? 2,199.40 ",0.14,0,USA,iHerb,,,,,
8/8/2022,Iron Supplement,Mineral,144,58.56," ? 8,432.64 ",0.18,1,Canada,iHerb,,,,,
8/8/2022,Electrolyte Powder,Hydration,131,20.67," ? 2,707.77 ",0.13,2,Canada,Amazon,,,,,
8/15/2022,Whey Protein,Protein,154,37.05," ? 5,705.70 ",0.23,4,Canada,Walmart,,,,,
8/15/2022,Vitamin C,Vitamin,150,32.98," ? 4,947.00 ",0.05,2,USA,iHerb,,,,,
8/15/2022,Fish Oil,Omega,150,19.88," ? 2,982.00 ",0.12,3,USA,Amazon,,,,,
8/15/2022,Multivitamin,Vitamin,152,26.95," ? 4,096.40 ",0.14,1,Canada,Walmart,,,,,
8/15/2022,Pre-Workout,Performance,156,34.67," ? 5,408.52 ",0.07,1,Canada,Amazon,,,,,
8/15/2022,BCAA,Amino Acid,182,25.56," ? 4,651.92 ",0.13,3,UK,Walmart,,,,,
8/15/2022,Creatine,Performance,147,52.82," ? 7,764.54 ",0.08,1,UK,Walmart,,,,,
8/15/2022,Zinc,Mineral,145,12.22," ? 1,771.90 ",0.08,2,UK,Walmart,,,,,
8/15/2022,Collagen Peptides,Protein,152,37," ? 5,624.00 ",0.05,1,USA,Amazon,,,,,
8/15/2022,Magnesium,Mineral,150,23.04," ? 3,456.00 ",0.22,2,USA,iHerb,,,,,
8/15/2022,Ashwagandha,Herbal,166,22.87," ? 3,796.42 ",0.1,1,Canada,Walmart,,,,,
8/15/2022,Melatonin,Sleep Aid,145,41.06," ? 5,953.70 ",0.04,3,Canada,Walmart,,,,,
8/15/2022,Biotin,Vitamin,162,52.64," ? 8,527.68 ",0.06,0,USA,Amazon,,,,,
8/15/2022,Green Tea Extract,Fat Burner,154,38.36," ? 5,907.44 ",0.22,4,Canada,Walmart,,,,,
8/15/2022,Iron Supplement,Mineral,155,14.19," ? 2,199.45 ",0.04,2,USA,iHerb,,,,,
8/15/2022,Electrolyte Powder,Hydration,148,25.43," ? 3,763.64 ",0.15,0,USA,iHerb,,,,,
8/22/2022,Whey Protein,Protein,154,13.19," ? 2,031.26 ",0.08,1,USA,iHerb,,,,,
8/22/2022,Vitamin C,Vitamin,167,18.83," ? 3,144.61 ",0.14,1,Canada,Amazon,,,,,
8/22/2022,Fish Oil,Omega,121,59.4," ? 7,187.40 ",0.16,1,Canada,Walmart,,,,,
8/22/2022,Multivitamin,Vitamin,149,27.24," ? 4,058.76 ",0.16,3,UK,Walmart,,,,,
8/22/2022,Pre-Workout,Performance,137,16.08," ? 2,202.96 ",0.05,0,Canada,Amazon,,,,,
8/22/2022,BCAA,Amino Acid,135,32.97," ? 4,450.95 ",0.02,4,USA,Walmart,,,,,
8/22/2022,Creatine,Performance,167,56.67," ? 9,463.89 ",0.06,3,Canada,Walmart,,,,,
8/22/2022,Zinc,Mineral,157,49.85," ? 7,826.45 ",0.09,2,Canada,Amazon,,,,,
8/22/2022,Collagen Peptides,Protein,141,15.4," ? 2,171.40 ",0.23,1,Canada,Walmart,,,,,
8/22/2022,Magnesium,Mineral,151,58," ? 8,758.00 ",0.08,2,UK,Walmart,,,,,
8/22/2022,Ashwagandha,Herbal,165,28.91," ? 4,770.15 ",0.19,3,UK,iHerb,,,,,
8/22/2022,Melatonin,Sleep Aid,160,54.42," ? 8,707.20 ",0.1,2,Canada,Walmart,,,,,
8/22/2022,Biotin,Vitamin,163,49.23," ? 8,024.49 ",0.15,3,Canada,Walmart,,,,,
8/22/2022,Green Tea Extract,Fat Burner,137,51.64," ? 7,074.68 ",0,0,USA,Walmart,,,,,
8/22/2022,Iron Supplement,Mineral,145,42.89," ? 6,219.05 ",0.15,1,Canada,Walmart,,,,,
8/22/2022,Electrolyte Powder,Hydration,164,32.12," ? 5,267.68 ",0.04,2,Canada,Walmart,,,,,
8/29/2022,Whey Protein,Protein,141,33.56," ? 4,731.96 ",0.01,0,USA,iHerb,,,,,
8/29/2022,Vitamin C,Vitamin,157,53.24," ? 8,358.68 ",0.17,0,UK,iHerb,,,,,
8/29/2022,Fish Oil,Omega,154,49.05," ? 7,553.70 ",0.25,1,Canada,Walmart,,,,,
8/29/2022,Multivitamin,Vitamin,157,31.88," ? 5,005.16 ",0.21,0,Canada,Walmart,,,,,
8/29/2022,Pre-Workout,Performance,141,45.61," ? 6,431.01 ",0.09,3,Canada,Amazon,,,,,
8/29/2022,BCAA,Amino Acid,131,45.45," ? 5,953.95 ",0.06,2,Canada,Walmart,,,,,
8/29/2022,Creatine,Performance,136,16.05," ? 2,182.80 ",0.23,1,Canada,iHerb,,,,,
8/29/2022,Zinc,Mineral,162,39.63," ? 6,420.06 ",0.12,4,USA,Amazon,,,,,
8/29/2022,Collagen Peptides,Protein,159,12.32," ? 1,958.88 ",0.14,1,UK,Walmart,,,,,
8/29/2022,Magnesium,Mineral,172,23.49," ? 4,040.28 ",0.1,1,Canada,Amazon,,,,,
8/29/2022,Ashwagandha,Herbal,134,37.91," ? 5,079.94 ",0.22,2,UK,iHerb,,,,,
8/29/2022,Melatonin,Sleep Aid,142,14.16," ? 2,010.72 ",0.23,1,USA,Amazon,,,,,
8/29/2022,Biotin,Vitamin,146,33.03," ? 4,822.38 ",0.06,1,UK,Amazon,,,,,
8/29/2022,Green Tea Extract,Fat Burner,162,25.21," ? 4,084.02 ",0.12,3,UK,Amazon,,,,,
8/29/2022,Iron Supplement,Mineral,139,39.13," ? 5,439.07 ",0.14,3,Canada,Amazon,,,,,
8/29/2022,Electrolyte Powder,Hydration,131,36.91," ? 4,835.21 ",0.2,0,Canada,Walmart,,,,,
9/5/2022,Whey Protein,Protein,162,19.45," ? 3,150.90 ",0.19,0,UK,iHerb,,,,,
9/5/2022,Vitamin C,Vitamin,150,27.82," ? 4,173.00 ",0.15,1,USA,Walmart,,,,,
9/5/2022,Fish Oil,Omega,147,21.34," ? 3,136.98 ",0.11,4,Canada,iHerb,,,,,
9/5/2022,Multivitamin,Vitamin,165,11.49," ? 1,895.85 ",0.23,2,UK,iHerb,,,,,
9/5/2022,Pre-Workout,Performance,151,25.73," ? 3,885.23 ",0.12,4,USA,Walmart,,,,,
9/5/2022,BCAA,Amino Acid,156,16.66," ? 2,598.96 ",0.05,2,UK,Walmart,,,,,
9/5/2022,Creatine,Performance,142,57.21," ? 8,123.82 ",0.04,0,UK,iHerb,,,,,
9/5/2022,Zinc,Mineral,140,31.1," ? 4,354.00 ",0.23,3,USA,iHerb,,,,,
9/5/2022,Collagen Peptides,Protein,148,37.75," ? 5,587.00 ",0.06,0,UK,Amazon,,,,,
9/5/2022,Magnesium,Mineral,175,19.92," ? 3,486.00 ",0.12,2,UK,Amazon,,,,,
9/5/2022,Ashwagandha,Herbal,146,21.42," ? 3,127.32 ",0.11,1,UK,iHerb,,,,,
9/5/2022,Melatonin,Sleep Aid,167,16.68," ? 2,785.56 ",0.12,2,UK,iHerb,,,,,
9/5/2022,Biotin,Vitamin,132,10.89," ? 1,437.48 ",0.01,1,USA,Walmart,,,,,
9/5/2022,Green Tea Extract,Fat Burner,142,40.11," ? 5,695.62 ",0.11,1,UK,Amazon,,,,,
9/5/2022,Iron Supplement,Mineral,150,54.64," ? 8,196.00 ",0.25,0,Canada,Walmart,,,,,
9/5/2022,Electrolyte Powder,Hydration,133,43.05," ? 5,725.65 ",0.17,2,USA,iHerb,,,,,
9/12/2022,Whey Protein,Protein,159,40.64," ? 6,461.76 ",0.17,1,USA,Walmart,,,,,
9/12/2022,Vitamin C,Vitamin,149,37.87," ? 5,642.63 ",0.16,2,UK,iHerb,,,,,
9/12/2022,Fish Oil,Omega,158,35.99," ? 5,686.42 ",0.17,1,UK,Amazon,,,,,
9/12/2022,Multivitamin,Vitamin,140,38," ? 5,320.00 ",0.15,4,USA,iHerb,,,,,
9/12/2022,Pre-Workout,Performance,145,20.09," ? 2,913.05 ",0.02,2,Canada,Amazon,,,,,
9/12/2022,BCAA,Amino Acid,140,44.39," ? 6,214.60 ",0.12,3,UK,Amazon,,,,,
9/12/2022,Creatine,Performance,148,54.8," ? 8,110.40 ",0.22,0,Canada,iHerb,,,,,
9/12/2022,Zinc,Mineral,152,54.44," ? 8,274.88 ",0.11,1,UK,Amazon,,,,,
9/12/2022,Collagen Peptides,Protein,175,52.18," ? 9,131.50 ",0.13,3,UK,Walmart,,,,,
9/12/2022,Magnesium,Mineral,137,59.19," ? 8,109.03 ",0.07,2,UK,Amazon,,,,,
9/12/2022,Ashwagandha,Herbal,150,48.15," ? 7,222.50 ",0.04,2,USA,Amazon,,,,,
9/12/2022,Melatonin,Sleep Aid,130,24.59," ? 3,196.70 ",0.06,0,UK,Walmart,,,,,
9/12/2022,Biotin,Vitamin,176,47.08," ? 8,286.08 ",0.12,2,UK,Walmart,,,,,
9/12/2022,Green Tea Extract,Fat Burner,132,22.35," ? 2,950.20 ",0.24,2,USA,Walmart,,,,,
9/12/2022,Iron Supplement,Mineral,147,49.27," ? 7,242.69 ",0.03,0,UK,iHerb,,,,,
9/12/2022,Electrolyte Powder,Hydration,139,49.35," ? 6,859.65 ",0.08,0,Canada,Amazon,,,,,
9/19/2022,Whey Protein,Protein,149,21.08," ? 3,140.92 ",0.05,4,Canada,Walmart,,,,,
9/19/2022,Vitamin C,Vitamin,162,20.6," ? 3,337.20 ",0.09,1,USA,Amazon,,,,,
9/19/2022,Fish Oil,Omega,158,55.48," ? 8,765.84 ",0.21,0,UK,Amazon,,,,,
9/19/2022,Multivitamin,Vitamin,166,14.04," ? 2,330.64 ",0.16,2,UK,iHerb,,,,,
9/19/2022,Pre-Workout,Performance,131,59.64," ? 7,812.84 ",0.17,2,USA,Amazon,,,,,
9/19/2022,BCAA,Amino Acid,139,23.85," ? 3,315.15 ",0.06,0,Canada,Walmart,,,,,
9/19/2022,Creatine,Performance,138,26.41," ? 3,644.58 ",0.21,0,UK,Walmart,,,,,
9/19/2022,Zinc,Mineral,149,34.08," ? 5,077.92 ",0.01,4,USA,Walmart,,,,,
9/19/2022,Collagen Peptides,Protein,161,14.33," ? 2,307.13 ",0.15,2,USA,Walmart,,,,,
9/19/2022,Magnesium,Mineral,138,50.71," ? 6,997.98 ",0.19,2,USA,Amazon,,,,,
9/19/2022,Ashwagandha,Herbal,147,49.53," ? 7,280.91 ",0.17,5,USA,iHerb,,,,,
9/19/2022,Melatonin,Sleep Aid,142,21.13," ? 3,000.46 ",0.18,0,USA,Walmart,,,,,
9/19/2022,Biotin,Vitamin,159,22.54," ? 3,583.86 ",0.06,2,Canada,Amazon,,,,,
9/19/2022,Green Tea Extract,Fat Burner,160,52.61," ? 8,417.60 ",0.24,2,Canada,Walmart,,,,,
9/19/2022,Iron Supplement,Mineral,170,54.73," ? 9,304.10 ",0,4,UK,Amazon,,,,,
9/19/2022,Electrolyte Powder,Hydration,149,16.36," ? 2,437.64 ",0.1,1,UK,Amazon,,,,,
9/26/2022,Whey Protein,Protein,142,50.29," ? 7,141.18 ",0,1,Canada,iHerb,,,,,
9/26/2022,Vitamin C,Vitamin,137,22.71," ? 3,111.27 ",0.06,1,UK,iHerb,,,,,
9/26/2022,Fish Oil,Omega,155,18.78," ? 2,910.90 ",0.06,4,USA,iHerb,,,,,
9/26/2022,Multivitamin,Vitamin,146,22.08," ? 3,223.68 ",0.12,0,Canada,Amazon,,,,,
9/26/2022,Pre-Workout,Performance,146,44.38," ? 6,479.48 ",0.25,1,UK,Amazon,,,,,
9/26/2022,BCAA,Amino Acid,154,51.58," ? 7,943.32 ",0.12,2,Canada,Walmart,,,,,
9/26/2022,Creatine,Performance,134,23.95," ? 3,209.30 ",0.04,1,USA,Amazon,,,,,
9/26/2022,Zinc,Mineral,134,32.81," ? 4,396.54 ",0.13,0,Canada,Walmart,,,,,
9/26/2022,Collagen Peptides,Protein,135,59.25," ? 7,998.75 ",0.02,1,UK,iHerb,,,,,
9/26/2022,Magnesium,Mineral,166,53.79," ? 8,929.14 ",0.13,1,Canada,Amazon,,,,,
9/26/2022,Ashwagandha,Herbal,143,25.29," ? 3,616.47 ",0.22,2,UK,Walmart,,,,,
9/26/2022,Melatonin,Sleep Aid,156,22.86," ? 3,566.16 ",0.15,1,Canada,Walmart,,,,,
9/26/2022,Biotin,Vitamin,161,42.16," ? 6,787.76 ",0.22,1,USA,Walmart,,,,,
9/26/2022,Green Tea Extract,Fat Burner,127,27.3," ? 3,467.10 ",0.17,3,USA,Walmart,,,,,
9/26/2022,Iron Supplement,Mineral,149,42.73," ? 6,366.77 ",0.03,1,Canada,iHerb,,,,,
9/26/2022,Electrolyte Powder,Hydration,171,10.67," ? 1,824.57 ",0.05,2,UK,Walmart,,,,,
10/3/2022,Whey Protein,Protein,160,24.61," ? 3,937.60 ",0.23,2,UK,Amazon,,,,,
10/3/2022,Vitamin C,Vitamin,157,16.14," ? 2,533.98 ",0.24,0,Canada,iHerb,,,,,
10/3/2022,Fish Oil,Omega,141,40.93," ? 5,771.13 ",0.21,1,USA,Amazon,,,,,
10/3/2022,Multivitamin,Vitamin,146,11.81," ? 1,724.26 ",0.21,1,USA,Walmart,,,,,
10/3/2022,Pre-Workout,Performance,164,39.01," ? 6,397.64 ",0.22,1,UK,Walmart,,,,,
10/3/2022,BCAA,Amino Acid,159,46.82," ? 7,444.38 ",0.23,1,UK,Amazon,,,,,
10/3/2022,Creatine,Performance,137,22.32," ? 3,057.84 ",0.04,1,Canada,iHerb,,,,,
10/3/2022,Zinc,Mineral,137,11.8," ? 1,616.60 ",0.21,1,Canada,Walmart,,,,,
10/3/2022,Collagen Peptides,Protein,145,13.51," ? 1,958.95 ",0.25,2,UK,Walmart,,,,,
10/3/2022,Magnesium,Mineral,137,48.17," ? 6,599.29 ",0.11,3,Canada,iHerb,,,,,
10/3/2022,Ashwagandha,Herbal,135,14.67," ? 1,980.45 ",0.05,0,USA,Walmart,,,,,
10/3/2022,Melatonin,Sleep Aid,171,31.37," ? 5,364.27 ",0.13,3,UK,Walmart,,,,,
10/3/2022,Biotin,Vitamin,129,42.33," ? 5,460.57 ",0.09,0,USA,Walmart,,,,,
10/3/2022,Green Tea Extract,Fat Burner,153,11.75," ? 1,797.75 ",0.19,2,Canada,iHerb,,,,,
10/3/2022,Iron Supplement,Mineral,160,20.21," ? 3,233.60 ",0.14,2,USA,Amazon,,,,,
10/3/2022,Electrolyte Powder,Hydration,168,19.76," ? 3,319.68 ",0.15,1,UK,Amazon,,,,,
10/10/2022,Whey Protein,Protein,133,22.93," ? 3,049.69 ",0.07,4,Canada,iHerb,,,,,
10/10/2022,Vitamin C,Vitamin,146,24.19," ? 3,531.74 ",0.03,0,USA,iHerb,,,,,
10/10/2022,Fish Oil,Omega,128,19.47," ? 2,492.16 ",0.09,2,UK,Amazon,,,,,
10/10/2022,Multivitamin,Vitamin,147,34.9," ? 5,130.30 ",0.1,2,USA,Amazon,,,,,
10/10/2022,Pre-Workout,Performance,128,42.6," ? 5,452.80 ",0.12,2,UK,Amazon,,,,,
10/10/2022,BCAA,Amino Acid,171,39.82," ? 6,809.22 ",0.13,5,UK,iHerb,,,,,
10/10/2022,Creatine,Performance,141,23.27," ? 3,281.07 ",0.05,3,Canada,iHerb,,,,,
10/10/2022,Zinc,Mineral,135,23.8," ? 3,213.00 ",0.09,0,Canada,Walmart,,,,,
10/10/2022,Collagen Peptides,Protein,153,42.87," ? 6,559.11 ",0,0,Canada,Walmart,,,,,
10/10/2022,Magnesium,Mineral,131,50.74," ? 6,646.94 ",0.22,0,Canada,Walmart,,,,,
10/10/2022,Ashwagandha,Herbal,153,24.44," ? 3,739.32 ",0.1,1,USA,iHerb,,,,,
10/10/2022,Melatonin,Sleep Aid,134,17.64," ? 2,363.76 ",0.16,0,UK,iHerb,,,,,
10/10/2022,Biotin,Vitamin,138,13.89," ? 1,916.82 ",0.05,3,UK,Amazon,,,,,
10/10/2022,Green Tea Extract,Fat Burner,146,39.43," ? 5,756.78 ",0.06,3,UK,Amazon,,,,,
10/10/2022,Iron Supplement,Mineral,150,30.3," ? 4,545.00 ",0.25,2,UK,iHerb,,,,,
10/10/2022,Electrolyte Powder,Hydration,149,54.01," ? 8,047.49 ",0.24,1,Canada,Amazon,,,,,
10/17/2022,Whey Protein,Protein,162,37.28," ? 6,039.36 ",0.04,1,USA,Walmart,,,,,
10/17/2022,Vitamin C,Vitamin,173,41.62," ? 7,200.26 ",0.15,0,Canada,iHerb,,,,,
10/17/2022,Fish Oil,Omega,144,19.36," ? 2,787.84 ",0.2,4,USA,Amazon,,,,,
10/17/2022,Multivitamin,Vitamin,139,32.75," ? 4,552.25 ",0.19,1,USA,Walmart,,,,,
10/17/2022,Pre-Workout,Performance,180,31.01," ? 5,581.80 ",0.24,2,USA,iHerb,,,,,
10/17/2022,BCAA,Amino Acid,158,58.73," ? 9,279.34 ",0.17,3,USA,Amazon,,,,,
10/17/2022,Creatine,Performance,157,24.52," ? 3,849.64 ",0.08,2,USA,Amazon,,,,,
10/17/2022,Zinc,Mineral,142,22.47," ? 3,190.74 ",0.2,0,UK,iHerb,,,,,
10/17/2022,Collagen Peptides,Protein,163,19.35," ? 3,154.05 ",0.14,1,USA,Walmart,,,,,
10/17/2022,Magnesium,Mineral,143,13.17," ? 1,883.31 ",0.25,0,USA,Walmart,,,,,
10/17/2022,Ashwagandha,Herbal,156,42.3," ? 6,598.80 ",0.09,2,Canada,Walmart,,,,,
10/17/2022,Melatonin,Sleep Aid,158,15.7," ? 2,480.60 ",0.16,1,Canada,iHerb,,,,,
10/17/2022,Biotin,Vitamin,148,45.24," ? 6,695.52 ",0.08,1,UK,iHerb,,,,,
10/17/2022,Green Tea Extract,Fat Burner,125,38.39," ? 4,798.75 ",0.09,2,Canada,Walmart,,,,,
10/17/2022,Iron Supplement,Mineral,151,35.57," ? 5,371.07 ",0.16,2,USA,Amazon,,,,,
10/17/2022,Electrolyte Powder,Hydration,142,17.83," ? 2,531.86 ",0.16,3,Canada,Amazon,,,,,
10/24/2022,Whey Protein,Protein,147,47.83," ? 7,031.01 ",0.21,3,USA,Amazon,,,,,
10/24/2022,Vitamin C,Vitamin,154,10.77," ? 1,658.58 ",0.03,0,Canada,iHerb,,,,,
10/24/2022,Fish Oil,Omega,158,34.82," ? 5,501.56 ",0.12,1,USA,Walmart,,,,,
10/24/2022,Multivitamin,Vitamin,166,27.62," ? 4,584.92 ",0.19,0,UK,iHerb,,,,,
10/24/2022,Pre-Workout,Performance,156,56.61," ? 8,831.16 ",0.22,1,USA,Walmart,,,,,
